Station ID,AQI index,Location,Station name,Url,Dominent pollutant,CO,Dew,Humidity,NO2,O3,Pressure,PM10,PM2.5,SO2,Temperature,Wind,Data Time S,Data Time Tz,Status,Alert level
8767,102,"10.782978,106.700711","Ho Chi Minh City US Consulate, Vietnam (Lãnh sự quán Hoa Kỳ, Hồ Chí Minh)",https://aqicn.org/city/vietnam/ho-chi-minh-city/us-consulate,pm25,-,,83,-,-,"1,009.00",,102,-,27,3.6,1/21/2021 19:00,+07:00,#NAME?,#NAME?
8688,221,"21.0811211,105.8180306","United Nations International School of Hanoi, Vietnam (Trường Quốc tế Liên Hợp Quốc Hà Nội)",https://aqicn.org/city/vietnam/hanoi/unis,aqi,-,,77,-,-,"1,015.00",,-,-,18,1.5,1/21/2021 20:00,+07:00,#NAME?,#NAME?
8641,281,"21.0215063,105.8188748","Hanoi US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội)",https://aqicn.org/city/vietnam/hanoi/us-embassy,pm25,0.3,,77,8.7,0.9,"1,015.00",,281,2.1,18,1.5,1/21/2021 20:00,+07:00,#NAME?,#NAME?
13012,36,"13.998599,107.996482","Gia Lai/phường Thống Nhất - Pleiku, Vietnam",https://aqicn.org/city/vietnam/gia-lai/phuong-thong-nhat-pleiku,pm25,3,,60.2,6,9,923.7,29,36,1,24.3,1,1/21/2021 20:00,+07:00,#NAME?,#NAME?
12488,68,"16.46226,107.596351","Thừa Thiên Huế/83 Hùng Vương, Vietnam",https://aqicn.org/city/vietnam/thua-thien-hue/83-hung-vuong,pm25,2,,88,-,-,"1,015.00",52,68,-,21,1,1/21/2021 19:00,+07:00,#NAME?,#NAME?
13251,217,"21.04975,105.74187","Hà Nội/UBND P. Minh Khai, Bắc Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-minh-khai--bac-tu-liem,pm25,12,,77,65,1,"1,015.00",194,217,2,18,1.5,1/21/2021 19:00,+07:00,#NAME?,#NAME?
12976,195,"21.1137452,105.9268934","Bắc Ninh/Châu Khê, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/chau-khe,pm25,8,,77,17,23,"1,015.00",119,195,3,18,1.5,1/21/2021 20:00,+07:00,#NAME?,#NAME?
13250,168,"22.3221386,104.1214227","Lào Cai/KCN TALOONG1, Vietnam",https://aqicn.org/city/vietnam/lao-cai/kcn-taloong1,pm25,37,,70.3,2,1,"1,003.20",65,168,17,18.5,1,1/21/2021 20:00,+07:00,#NAME?,#NAME?
5507,48,"20.9416,107.1158","Ha Long, Vietnam (Tp Hạ Long)",https://aqicn.org/city/vietnam/ha-long,pm25,-,,95.7,11,39,"1,001.00",25,48,-,17,2,1/21/2021 19:00,+07:00,#NAME?,#NAME?
11778,18,"21.0357507,106.7641068","Quảng Ninh/UBND TP Uông Bí, Vietnam",https://aqicn.org/city/vietnam/quang-ninh/ubnd-tp-uong-bi,pm25,5,,97.5,5,-,"1,002.00",12,18,3,15.4,1,1/21/2021 5:00,+07:00,#NAME?,#NAME?
12958,251,"21.1232473,106.2883295","Bắc Ninh/Phong Cốc, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/phong-coc,pm25,7,,77,52,2,"1,015.00",155,251,6,18,1.5,1/21/2021 20:00,+07:00,#NAME?,#NAME?
12957,315,"21.0272212,106.0342099","Bắc Ninh/Khu liên cơ Thuận Thành, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/khu-lien-co-thuan-thanh,pm25,7,,77,48,-,"1,015.00",205,315,12,18,1.5,1/21/2021 20:00,+07:00,#NAME?,#NAME?
13015,224,"21.03982,105.84726","Hà Nội/Trụ sở Công an P .Hàng Mã, Vietnam",https://aqicn.org/city/vietnam/ha-noi/tru-so-cong-an-p-.hang-ma,pm25,61,,79.5,80,-,"1,015.50",185,224,-,18,1.2,1/21/2021 19:00,+07:00,#NAME?,#NAME?
13018,177,"20.98832,105.854897","Hà Nội/UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p-.hoang-van-thu-hoang-mai,pm25,20,,79.5,42,-,"1,015.50",112,177,-,18,1.2,1/21/2021 19:00,+07:00,#NAME?,#NAME?
13019,179,"21.01994,105.77056","Hà Nội/UBND P. Mỹ Đình I, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-my-dinh-i,pm25,14,,79.5,47,-,"1,015.50",122,179,-,18,1.2,1/21/2021 19:00,+07:00,#NAME?,#NAME?
13026,214,"21.01525,105.80013","Hà Nội/Chi cục BVMT, Vietnam",https://aqicn.org/city/vietnam/ha-noi/chi-cuc-bvmt,pm25,19,,77,36,1,"1,015.00",149,214,1,18,1.2,1/21/2021 19:00,+07:00,#NAME?,#NAME?
1584,,"16.074,108.217","Da Nang, Vietnam (TP Đà Nẵng)",https://aqicn.org/city/vietnam/da-nang,,3,,88,1,35,"1,014.00",-,-,5,21,4.6,1/21/2021 19:00,+07:00,#NAME?,#NAME?
1585,,"12.284358,109.192524","Nha Trang, Vietnam",https://aqicn.org/city/vietnam/nha-trang,,7,,83,13,13,"1,013.00",-,-,3,23,5.1,1/21/2021 20:00,+07:00,#NAME?,#NAME?
13017,213,"21.02022,105.81232","Hà Nội/Tòa nhà quản lý Hồ Thành Công, Vietnam",https://aqicn.org/city/vietnam/ha-noi/toa-nha-quan-ly-ho-thanh-cong,pm25,31,,79.5,34,-,"1,015.50",175,213,-,18,1.2,1/21/2021 19:00,+07:00,#NAME?,#NAME?
13020,166,"21.00577,105.74842","Hà Nội/UBND P.Tây Mỗ, Nam Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.tay-mo--nam-tu-liem,pm25,13,,79.5,33,-,"1,015.50",105,166,-,18,1.2,1/21/2021 19:00,+07:00,#NAME?,#NAME?
13013,221,"21.05121,105.78232","Hà Nội/36A Phạm Văn Đồng, Vietnam",https://aqicn.org/city/vietnam/ha-noi/36a-pham-van-dong,pm25,38,,79.5,31,-,"1,015.50",177,221,-,18,1.2,1/21/2021 19:00,+07:00,#NAME?,#NAME?
13014,191,"21.0072,105.83572","Hà Nội/Mầm non Kim Liên, Vietnam",https://aqicn.org/city/vietnam/ha-noi/mam-non-kim-lien,pm25,17,,82,-,-,"1,016.00",130,191,-,18,1,1/21/2021 20:00,+07:00,#NAME?,#NAME?
13252,213,"22.6782,106.245","Cao Bằng/Trạm khí TTQT, Vietnam",http://cem.gov.vn/,pm25,-,,77.8,-,1,986.3,204,213,2,17.2,2,1/21/2021 21:00,+07:00,#NAME?,#NAME?
8767,122,"10.782978,106.700711","Ho Chi Minh City US Consulate, Vietnam (Lãnh sự quán Hoa Kỳ, Hồ Chí Minh)",https://aqicn.org/city/vietnam/ho-chi-minh-city/us-consulate,pm25,-,,56.5,-,-,"1,008.50",,122,-,30.5,2.5,1/22/2021 13:00,+07:00,#NAME?,#NAME?
8688,192,"21.0811211,105.8180306","United Nations International School of Hanoi, Vietnam (Trường Quốc tế Liên Hợp Quốc Hà Nội)",https://aqicn.org/city/vietnam/hanoi/unis,aqi,-,,53,-,-,"1,015.00",,-,-,22,2,1/22/2021 13:00,+07:00,#NAME?,#NAME?
8641,189,"21.0215063,105.8188748","Hanoi US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội)",https://aqicn.org/city/vietnam/hanoi/us-embassy,pm25,0.1,,51,8.7,4.9,"1,014.50",,189,3.1,22.5,2.3,1/22/2021 13:00,+07:00,#NAME?,#NAME?
13012,18,"13.998599,107.996482","Gia Lai/phường Thống Nhất - Pleiku, Vietnam",https://aqicn.org/city/vietnam/gia-lai/phuong-thong-nhat-pleiku,pm10,4,,64.3,13,20,926.2,18,17,1,23,2,1/22/2021 13:00,+07:00,#NAME?,#NAME?
12488,-,"16.46226,107.596351","Thừa Thiên Huế/83 Hùng Vương, Vietnam",https://aqicn.org/city/vietnam/thua-thien-hue/83-hung-vuong,,2,,93,-,-,"1,015.50",52,68,-,20,3.3,1/22/2021 13:00,+07:00,#NAME?,#NAME?
13251,189,"21.04975,105.74187","Hà Nội/UBND P. Minh Khai, Bắc Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-minh-khai--bac-tu-liem,pm25,12,,58,42,1,"1,016.00",156,189,2,22,2,1/22/2021 12:00,+07:00,#NAME?,#NAME?
12976,164,"21.1137452,105.9268934","Bắc Ninh/Châu Khê, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/chau-khe,pm25,5,,53,14,23,"1,015.00",88,164,17,22,2,1/22/2021 13:00,+07:00,#NAME?,#NAME?
13250,131,"22.3221386,104.1214227","Lào Cai/KCN TALOONG1, Vietnam",https://aqicn.org/city/vietnam/lao-cai/kcn-taloong1,pm25,38,,93.2,3,1,"1,007.10",24,131,22,16.7,1,1/22/2021 13:00,+07:00,#NAME?,#NAME?
5507,49,"20.9416,107.1158","Ha Long, Vietnam (Tp Hạ Long)",https://aqicn.org/city/vietnam/ha-long,pm25,-,,86.2,14,38,"1,001.30",26,49,-,21.3,1,1/22/2021 13:00,+07:00,#NAME?,#NAME?
11778,38,"21.0357507,106.7641068","Quảng Ninh/UBND TP Uông Bí, Vietnam",https://aqicn.org/city/vietnam/quang-ninh/ubnd-tp-uong-bi,pm25,6,,86.2,14,-,"1,001.30",24,38,24,21.3,1,1/22/2021 12:00,+07:00,#NAME?,#NAME?
12958,235,"21.1232473,106.2883295","Bắc Ninh/Phong Cốc, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/phong-coc,pm25,5,,53,25,30,"1,015.00",138,235,19,22,2,1/22/2021 13:00,+07:00,#NAME?,#NAME?
12957,252,"21.0272212,106.0342099","Bắc Ninh/Khu liên cơ Thuận Thành, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/khu-lien-co-thuan-thanh,pm25,2,,53,15,-,"1,015.00",157,252,15,22,2,1/22/2021 13:00,+07:00,#NAME?,#NAME?
13015,191,"21.03982,105.84726","Hà Nội/Trụ sở Công an P .Hàng Mã, Vietnam",https://aqicn.org/city/vietnam/ha-noi/tru-so-cong-an-p-.hang-ma,pm25,48,,58,47,-,"1,016.00",157,191,-,22,2,1/22/2021 12:00,+07:00,#NAME?,#NAME?
13018,161,"20.98832,105.854897","Hà Nội/UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p-.hoang-van-thu-hoang-mai,pm25,9,,53,31,-,"1,015.00",90,161,-,22,2,1/22/2021 12:00,+07:00,#NAME?,#NAME?
13019,164,"21.01994,105.77056","Hà Nội/UBND P. Mỹ Đình I, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-my-dinh-i,pm25,7,,58,30,-,"1,016.00",114,164,-,22,2,1/22/2021 12:00,+07:00,#NAME?,#NAME?
13026,183,"21.01525,105.80013","Hà Nội/Chi cục BVMT, Vietnam",https://aqicn.org/city/vietnam/ha-noi/chi-cuc-bvmt,pm25,9,,58,20,2,"1,016.00",126,183,1,22,2,1/22/2021 12:00,+07:00,#NAME?,#NAME?
1584,,"16.074,108.217","Da Nang, Vietnam (TP Đà Nẵng)",https://aqicn.org/city/vietnam/da-nang,,2,,78,1,33,"1,012.50",-,-,6,22.5,7.9,1/22/2021 13:00,+07:00,#NAME?,#NAME?
1585,,"12.284358,109.192524","Nha Trang, Vietnam",https://aqicn.org/city/vietnam/nha-trang,,2,,65,4,24,"1,011.00",-,-,3,27,6.6,1/22/2021 13:00,+07:00,#NAME?,#NAME?
13017,186,"21.02022,105.81232","Hà Nội/Tòa nhà quản lý Hồ Thành Công, Vietnam",https://aqicn.org/city/vietnam/ha-noi/toa-nha-quan-ly-ho-thanh-cong,pm25,14,,58,25,-,"1,016.00",151,186,-,22,2,1/22/2021 12:00,+07:00,#NAME?,#NAME?
13020,158,"21.00577,105.74842","Hà Nội/UBND P.Tây Mỗ, Nam Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.tay-mo--nam-tu-liem,pm25,7,,53,20,-,"1,015.00",94,158,-,22,2,1/22/2021 12:00,+07:00,#NAME?,#NAME?
13013,188,"21.05121,105.78232","Hà Nội/36A Phạm Văn Đồng, Vietnam",https://aqicn.org/city/vietnam/ha-noi/36a-pham-van-dong,pm25,17,,53,37,-,"1,015.00",152,188,-,22,2,1/22/2021 12:00,+07:00,#NAME?,#NAME?
13014,159,"21.0072,105.83572","Hà Nội/Mầm non Kim Liên, Vietnam",https://aqicn.org/city/vietnam/ha-noi/mam-non-kim-lien,pm25,9,,58,-,-,"1,016.00",95,159,-,22,2,1/22/2021 12:00,+07:00,#NAME?,#NAME?
13252,212,"22.6782,106.245","Cao Bằng/Trạm khí TTQT, Vietnam",http://cem.gov.vn/,pm10,-,,83.6,-,1,989.4,212,208,2,17.1,1,1/22/2021 13:00,+07:00,#NAME?,#NAME?
8767,114,"10.782978,106.700711","Ho Chi Minh City US Consulate, Vietnam (Lãnh sự quán Hoa Kỳ, Hồ Chí Minh)",https://aqicn.org/city/vietnam/ho-chi-minh-city/us-consulate,pm25,-,,49,-,-,"1,007.00",,114,-,32,1.5,1/23/2021 15:00,+07:00,#NAME?,#NAME?
8688,180,"21.0811211,105.8180306","United Nations International School of Hanoi, Vietnam (Trường Quốc tế Liên Hợp Quốc Hà Nội)",https://aqicn.org/city/vietnam/hanoi/unis,aqi,-,,49,-,-,"1,013.00",,-,-,23,3,1/23/2021 14:00,+07:00,#NAME?,#NAME?
8641,189,"21.0215063,105.8188748","Hanoi US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội)",https://aqicn.org/city/vietnam/hanoi/us-embassy,pm25,0.2,,49,8.7,3.7,"1,013.00",,189,4.6,23,3,1/23/2021 13:00,+07:00,#NAME?,#NAME?
13012,26,"13.998599,107.996482","Gia Lai/phường Thống Nhất - Pleiku, Vietnam",https://aqicn.org/city/vietnam/gia-lai/phuong-thong-nhat-pleiku,pm25,4,,62.1,12,20,924.2,25,26,1,25.8,2,1/23/2021 15:00,+07:00,#NAME?,#NAME?
12488,-,"16.46226,107.596351","Thừa Thiên Huế/83 Hùng Vương, Vietnam",https://aqicn.org/city/vietnam/thua-thien-hue/83-hung-vuong,,2,,70.5,-,-,"1,013.50",52,68,-,22.5,4.1,1/23/2021 15:00,+07:00,#NAME?,#NAME?
13251,169,"21.04975,105.74187","Hà Nội/UBND P. Minh Khai, Bắc Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-minh-khai--bac-tu-liem,pm25,11,,49,28,2,"1,013.50",123,169,2,23,3.3,1/23/2021 13:00,+07:00,#NAME?,#NAME?
12976,176,"21.1137452,105.9268934","Bắc Ninh/Châu Khê, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/chau-khe,pm25,9,,68,16,24,"1,017.00",102,176,4,19,0.5,1/23/2021 11:00,+07:00,#NAME?,#NAME?
13250,151,"22.3221386,104.1214227","Lào Cai/KCN TALOONG1, Vietnam",https://aqicn.org/city/vietnam/lao-cai/kcn-taloong1,pm25,40,,73.1,2,1,"1,002.20",55,151,150,20.9,2,1/23/2021 15:00,+07:00,#NAME?,#NAME?
5507,65,"20.9416,107.1158","Ha Long, Vietnam (Tp Hạ Long)",https://aqicn.org/city/vietnam/ha-long,pm25,-,,81.3,9,61,"1,000.40",34,65,-,23.7,2,1/23/2021 15:00,+07:00,#NAME?,#NAME?
11778,51,"21.0357507,106.7641068","Quảng Ninh/UBND TP Uông Bí, Vietnam",https://aqicn.org/city/vietnam/quang-ninh/ubnd-tp-uong-bi,pm25,7,,81.3,8,-,"1,000.40",29,51,14,23.7,2,1/23/2021 14:00,+07:00,#NAME?,#NAME?
12958,226,"21.1232473,106.2883295","Bắc Ninh/Phong Cốc, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/phong-coc,pm25,6,,49,20,41,"1,012.00",136,226,6,23,3,1/23/2021 15:00,+07:00,#NAME?,#NAME?
12957,214,"21.0272212,106.0342099","Bắc Ninh/Khu liên cơ Thuận Thành, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/khu-lien-co-thuan-thanh,pm25,1,,49,13,-,"1,012.00",128,214,16,23,3,1/23/2021 15:00,+07:00,#NAME?,#NAME?
13015,170,"21.03982,105.84726","Hà Nội/Trụ sở Công an P .Hàng Mã, Vietnam",https://aqicn.org/city/vietnam/ha-noi/tru-so-cong-an-p-.hang-ma,pm25,40,,49,37,-,"1,013.00",130,170,-,23,3,1/23/2021 13:00,+07:00,#NAME?,#NAME?
13018,149,"20.98832,105.854897","Hà Nội/UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p-.hoang-van-thu-hoang-mai,pm25,7,,49,33,-,"1,013.50",81,149,-,23,3.3,1/23/2021 13:00,+07:00,#NAME?,#NAME?
13019,157,"21.01994,105.77056","Hà Nội/UBND P. Mỹ Đình I, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-my-dinh-i,pm25,9,,49,35,-,"1,013.00",92,157,-,23,3,1/23/2021 13:00,+07:00,#NAME?,#NAME?
13026,160,"21.01525,105.80013","Hà Nội/Chi cục BVMT, Vietnam",https://aqicn.org/city/vietnam/ha-noi/chi-cuc-bvmt,pm25,10,,49,23,4,"1,013.50",106,160,1,23,3.3,1/23/2021 13:00,+07:00,#NAME?,#NAME?
1584,-,"16.074,108.217","Da Nang, Vietnam (TP Đà Nẵng)",https://aqicn.org/city/vietnam/da-nang,,3,,68.5,1,45,"1,012.00",-,-,6,23.5,5.4,1/23/2021 15:00,+07:00,#NAME?,#NAME?
1585,-,"12.284358,109.192524","Nha Trang, Vietnam",https://aqicn.org/city/vietnam/nha-trang,,2,,69,2,32,"1,011.00",-,-,3,26,9.2,1/23/2021 15:00,+07:00,#NAME?,#NAME?
13017,167,"21.02022,105.81232","Hà Nội/Tòa nhà quản lý Hồ Thành Công, Vietnam",https://aqicn.org/city/vietnam/ha-noi/toa-nha-quan-ly-ho-thanh-cong,pm25,13,,49,20,-,"1,013.00",123,167,-,23,3,1/23/2021 13:00,+07:00,#NAME?,#NAME?
13020,151,"21.00577,105.74842","Hà Nội/UBND P.Tây Mỗ, Nam Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.tay-mo--nam-tu-liem,pm25,12,,49,23,-,"1,013.00",83,151,-,23,3,1/23/2021 13:00,+07:00,#NAME?,#NAME?
13013,168,"21.05121,105.78232","Hà Nội/36A Phạm Văn Đồng, Vietnam",https://aqicn.org/city/vietnam/ha-noi/36a-pham-van-dong,pm25,11,,49,31,-,"1,013.50",121,168,-,23,3.3,1/23/2021 13:00,+07:00,#NAME?,#NAME?
13014,155,"21.0072,105.83572","Hà Nội/Mầm non Kim Liên, Vietnam",https://aqicn.org/city/vietnam/ha-noi/mam-non-kim-lien,pm25,11,,49,-,-,"1,013.00",89,155,-,23,3,1/23/2021 13:00,+07:00,#NAME?,#NAME?
13252,340,"22.6782,106.245","Cao Bằng/Trạm khí TTQT, Vietnam",http://cem.gov.vn/,pm10,-,,68.9,-,1,985.9,340,194,2,18,1,1/23/2021 15:00,+07:00,#NAME?,#NAME?
8767,80,"10.782978,106.700711","Ho Chi Minh City US Consulate, Vietnam (Lãnh sự quán Hoa Kỳ, Hồ Chí Minh)",https://aqicn.org/city/vietnam/ho-chi-minh-city/us-consulate,pm25,-,,74,-,-,"1,009.00",,80,-,27,4.1,1/25/2021 19:00,+07:00,#NAME?,#NAME?
8688,161,"21.0811211,105.8180306","United Nations International School of Hanoi, Vietnam (Trường Quốc tế Liên Hợp Quốc Hà Nội)",https://aqicn.org/city/vietnam/hanoi/unis,aqi,-,,77,-,-,"1,015.00",,-,-,21,3,1/25/2021 19:00,+07:00,#NAME?,#NAME?
8641,139,"21.0215063,105.8188748","Hanoi US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội)",https://aqicn.org/city/vietnam/hanoi/us-embassy,pm25,0.2,,77,12.8,0.9,"1,015.00",,139,1.6,21,3,1/25/2021 19:00,+07:00,#NAME?,#NAME?
13012,70,"13.998599,107.996482","Gia Lai/phường Thống Nhất - Pleiku, Vietnam",https://aqicn.org/city/vietnam/gia-lai/phuong-thong-nhat-pleiku,pm25,6,,43.4,17,22,923.4,53,70,2,29,2,1/25/2021 19:00,+07:00,#NAME?,#NAME?
12488,29,"16.46226,107.596351","Thừa Thiên Huế/83 Hùng Vương, Vietnam",https://aqicn.org/city/vietnam/thua-thien-hue/83-hung-vuong,pm25,1,,88,-,-,"1,014.50",24,29,-,22,2.8,1/25/2021 15:00,+07:00,#NAME?,#NAME?
13251,147,"21.04975,105.74187","Hà Nội/UBND P. Minh Khai, Bắc Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-minh-khai--bac-tu-liem,pm25,23,,77,23,1,"1,015.00",95,147,2,21,3.8,1/25/2021 18:00,+07:00,#NAME?,#NAME?
12976,176,"21.1137452,105.9268934","Bắc Ninh/Châu Khê, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/chau-khe,pm25,9,,68,16,24,"1,017.00",102,176,4,19,0.5,1/23/2021 11:00,+07:00,#NAME?,#NAME?
13250,127,"22.3221386,104.1214227","Lào Cai/KCN TALOONG1, Vietnam",https://aqicn.org/city/vietnam/lao-cai/kcn-taloong1,pm25,36,,61.8,2,1,"1,001.10",56,127,23,24.5,1,1/25/2021 19:00,+07:00,#NAME?,#NAME?
5507,32,"20.9416,107.1158","Ha Long, Vietnam (Tp Hạ Long)",https://aqicn.org/city/vietnam/ha-long,pm25,-,,95.7,18,16,"1,002.00",17,32,-,19.8,1,1/25/2021 19:00,+07:00,#NAME?,#NAME?
11778,11,"21.0357507,106.7641068","Quảng Ninh/UBND TP Uông Bí, Vietnam",https://aqicn.org/city/vietnam/quang-ninh/ubnd-tp-uong-bi,pm25,5,,95.7,29,-,"1,002.00",7,11,7,19.8,1,1/25/2021 18:00,+07:00,#NAME?,#NAME?
12958,137,"21.1232473,106.2883295","Bắc Ninh/Phong Cốc, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/phong-coc,pm25,5,,77,46,3,"1,015.00",91,137,3,21,3,1/25/2021 19:00,+07:00,#NAME?,#NAME?
12957,116,"21.0272212,106.0342099","Bắc Ninh/Khu liên cơ Thuận Thành, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/khu-lien-co-thuan-thanh,pm25,4,,77,17,-,"1,015.00",66,116,5,21,3.8,1/25/2021 19:00,+07:00,#NAME?,#NAME?
13015,150,"21.03982,105.84726","Hà Nội/Trụ sở Công an P .Hàng Mã, Vietnam",https://aqicn.org/city/vietnam/ha-noi/tru-so-cong-an-p-.hang-ma,pm25,51,,77,48,-,"1,015.00",102,150,-,21,3.8,1/25/2021 18:00,+07:00,#NAME?,#NAME?
13018,106,"20.98832,105.854897","Hà Nội/UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p-.hoang-van-thu-hoang-mai,pm25,5,,77,11,-,"1,015.00",66,106,-,21,3.8,1/25/2021 18:00,+07:00,#NAME?,#NAME?
13019,132,"21.01994,105.77056","Hà Nội/UBND P. Mỹ Đình I, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-my-dinh-i,pm25,13,,77,26,-,"1,015.00",77,132,-,21,3.8,1/25/2021 18:00,+07:00,#NAME?,#NAME?
13026,145,"21.01525,105.80013","Hà Nội/Chi cục BVMT, Vietnam",https://aqicn.org/city/vietnam/ha-noi/chi-cuc-bvmt,pm25,6,,77,15,2,"1,015.00",84,145,1,21,3.8,1/25/2021 18:00,+07:00,#NAME?,#NAME?
1584,-,"16.074,108.217","Da Nang, Vietnam (TP Đà Nẵng)",https://aqicn.org/city/vietnam/da-nang,,9,,78,1,18,"1,014.00",-,-,6,23,1.5,1/25/2021 19:00,+07:00,#NAME?,#NAME?
1585,-,"12.284358,109.192524","Nha Trang, Vietnam",https://aqicn.org/city/vietnam/nha-trang,,2,,73,3,31,"1,013.00",-,-,3,24,5.1,1/25/2021 19:00,+07:00,#NAME?,#NAME?
13017,146,"21.02022,105.81232","Hà Nội/Tòa nhà quản lý Hồ Thành Công, Vietnam",https://aqicn.org/city/vietnam/ha-noi/toa-nha-quan-ly-ho-thanh-cong,pm25,15,,77,24,-,"1,015.00",102,146,-,21,3,1/25/2021 18:00,+07:00,#NAME?,#NAME?
13020,108,"21.00577,105.74842","Hà Nội/UBND P.Tây Mỗ, Nam Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.tay-mo--nam-tu-liem,pm25,9,,77,10,-,"1,015.00",61,108,-,21,3.8,1/25/2021 18:00,+07:00,#NAME?,#NAME?
13013,151,"21.05121,105.78232","Hà Nội/36A Phạm Văn Đồng, Vietnam",https://aqicn.org/city/vietnam/ha-noi/36a-pham-van-dong,pm25,17,,77,23,-,"1,015.00",104,151,-,21,3.8,1/25/2021 18:00,+07:00,#NAME?,#NAME?
13014,109,"21.0072,105.83572","Hà Nội/Mầm non Kim Liên, Vietnam",https://aqicn.org/city/vietnam/ha-noi/mam-non-kim-lien,pm25,8,,77,-,-,"1,015.00",61,109,-,21,3.8,1/25/2021 18:00,+07:00,#NAME?,#NAME?
13252,185,"22.6782,106.245","Cao Bằng/Trạm khí TTQT, Vietnam",http://cem.gov.vn/,pm10,-,,73.4,-,1,985.6,185,174,1,22.6,2,1/25/2021 19:00,+07:00,#NAME?,#NAME?
8767,137,"10.782978,106.700711","Ho Chi Minh City US Consulate, Vietnam (Lãnh sự quán Hoa Kỳ, Hồ Chí Minh)",https://aqicn.org/city/vietnam/ho-chi-minh-city/us-consulate,pm25,-,,62,-,-,"1,007.00",,137,-,31,5.1,1/26/2021 16:00,+07:00,#NAME?,#NAME?
8688,130,"21.0811211,105.8180306","United Nations International School of Hanoi, Vietnam (Trường Quốc tế Liên Hợp Quốc Hà Nội)",https://aqicn.org/city/vietnam/hanoi/unis,aqi,-,,53,-,-,"1,014.00",,-,-,25,4.1,1/26/2021 16:00,+07:00,#NAME?,#NAME?
8641,134,"21.0215063,105.8188748","Hanoi US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội)",https://aqicn.org/city/vietnam/hanoi/us-embassy,pm25,0.1,,53,10.1,4.5,"1,014.00",,134,1.6,25,4.1,1/26/2021 16:00,+07:00,#NAME?,#NAME?
13012,26,"13.998599,107.996482","Gia Lai/phường Thống Nhất - Pleiku, Vietnam",https://aqicn.org/city/vietnam/gia-lai/phuong-thong-nhat-pleiku,pm25,3,,37.6,9,24,925.4,25,26,1,29,3,1/26/2021 16:00,+07:00,#NAME?,#NAME?
12488,17,"16.46226,107.596351","Thừa Thiên Huế/83 Hùng Vương, Vietnam",https://aqicn.org/city/vietnam/thua-thien-hue/83-hung-vuong,pm25,2,,78,-,-,"1,014.00",21,17,-,24,3.6,1/26/2021 15:00,+07:00,#NAME?,#NAME?
13251,126,"21.04975,105.74187","Hà Nội/UBND P. Minh Khai, Bắc Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-minh-khai--bac-tu-liem,pm25,12,,57,23,2,"1,014.00",87,126,2,24.5,3.8,1/26/2021 15:00,+07:00,#NAME?,#NAME?
12976,176,"21.1137452,105.9268934","Bắc Ninh/Châu Khê, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/chau-khe,pm25,9,,68,16,24,"1,017.00",102,176,4,19,0.5,1/23/2021 11:00,+07:00,#NAME?,#NAME?
